essay_id	essay_set	essay	score	Content	Organization	Word Choice	Sentence Fluency	Conventions	Content	Organization	Word Choice	Sentence Fluency	Conventions	Content	Prompt Adherence	Language	Narrativity	Content	Prompt Adherence	Language	Narrativity	Content	Prompt Adherence	Language	Narrativity
11906	5	"The mood of the author in this memoir was happy, grateful, and gratitude. I say happy because in the story the author said ""in our neighborhood despite customs else where, all of the cultures came together in a great solidarity and friendship. I say happy because the author was happy to enjoy having so many friends and family to come over everyday and have fun. another mood is grate full the author as it says in the story ""I will always be grateful to my parents for their love and sacrifice. The author says this because the authors parents loved him a lot they went out every day trying to get money to make sure the author had a good life and the author was greatful for that. Now the author had gratitude for all the things the author's parents did ""parents created our traditional Cuban home"" also ""passed on to me the rich culonary skills and love for cooking"" and ""where I celebrated my first birthdays"". The author had gratitude for all these things and more because without the things his parents did he wouldn't be who he is today."	4	4	3	2	3
11913	5	"In the memoir, ""Narciso Rodriguez from Home: the blueprints of Our Lives,"" the author creats a special mood. I think the mood is kind of both happy and sad at the same time. It is sad because the parents had to leave all of their family, friends, and careers back in Cuba, while coming to @LOCATION1 not Knowing the language. He didn't even get to meet his real grand parents until 1970 when they were allowed to leave Cuba. The mood is happy too because the parents did all of this for their child. He gets to live a happy life in their new home, with their new friends."	2	2	2	3	2
11923	5	"In the memoir ""Narciso Rodriguez"" by Narciso Rodriguez a certain mood is created by the author. The mood is happiness and joyfulness because in this memoir the author continues to talk on about his family a culture which is a perfect reason for the mood to be happy. ""My parents always kept their arms and their door open to the many people we considered family."" this quot was found in @CAPS1 @NUM1, this quot also shows that his family was kind and generous. This mood involved the familys culture which Narciso loved so much. His beautiful culture was just another piece of the puzzel that fit together, and that last quot ""I will never forget how my parents turned this simple house in to a home"" found in @CAPS1 @NUM2 really puts every thing together touching the reader emotionally."	2	2	2	3	2
11927	5	In the author's memoir the author creats a mood and that mood in the story as happyness anjoy. It is happyness and @CAPS1 becuse he was happy for his home and how his parents were cooks. He also joyed the music and things he does with his family and relitize. I think this is the mood the author used in the memoir.	2	1	2	1	1
11936	5	"In the memoir Narciso Rodriguez from Home: The Blueprints of our lives, creates a mood of hardship, and gratefulness. [pg. @NUM1] ""after living for a year in a furnished one-room apartment, @NUM2-year-old Rawedia and twenty-sevem-year-old Narciso Rodriguez, Sr., could afford to move into a modest, three-room apartment I would soon call home."" @CAPS1 hardship how they moved from Cuba to the @LOCATION2 and had to leave everything behind to start a new life, in a small, little, apartment.     The memoir @CAPS1 gratefulness because Narciso is very grateful for his families sacrsfice for his future and for their caring and love. [pg @NUM3] ""I will always be grateful to my parents for their love and sacrifice.""     I think the memoir is a very heartwarming story of a family that loves one another and his thankful that they have a place they can call home."	2	2	3	2	2
11950	5	"The mood That is created by the @CAPS1 In The memior's...The only @CAPS2 I can give For a mood is Friendship. Throughout the whole memoir The @CAPS1 @CAPS4 about everyone is @CAPS5 to each @CAPS6 @CAPS7 The @CAPS8 how The whole memior is about Friendship."	1	0	0	0	0
11956	5	"This memoir had one theme that meant many different things. One theme was helpful. The family moved to the @LOCATION1 from Cuba in 1956 and had many hard ships and struggles. Because they know what it feels like they decisded to help the other struggling people, and let them stay with them; that's exactly what they did. Another theme that I thought fit was inspiration. I think this family not only inspiried their children but other neighbors and other reletives. Last, I think another theme of this excerpt was heart – felt. The @CAPS1 – @CAPS2 family risked everything to help other families. That's was a very nice action they took on them. One person can slowly make a difference, person by person; that is exactly what this family did."	2	2	1	2	2
11957	5	"The mood created by the author, Narciso Rodriguez, is clear in the memoir. You can sense throughout the whole story that he is completely grateful to his parents for the love they gave him, and their home life.                 In paragraph @NUM1, it says ""Within its walls, my young parents created our traditional Cuban home, the very heart of which was the kitchen"". Rodriguez is ""eternally grateful"" for his parents who ""unwittingly passed on to meet their rich culinary skills and a love of cooking that is still with me today"". They always had Passionate Cuban music that filled the air ""Mixing with kitchen aromas."" At the end of paragraph @NUM1, he says ""Here, the innocence of childhood, congregation of family + friends, and endless celebrations form the backdrop to life in our warm home. I will never forget how my parents turned this house into a home."""	4	2	2	3	2
11965	5	"The mood created by the memoir is thankful and proud. In paragraph @NUM1 it shows that he is thankful. ""... still with me today (and for which I am eternally grateful.) It also shows that Narciso Rodriguez is proud to be Cuban.In paragraph @NUM2, it says ""I will always be grateful to my parents for their love and sacrifice."" This also shows that Narciso is thankful for everything his parents did for him. Narciso also said that he often told them of his admiration for their strength and perseverance,In the last paragraph, it says that he will never forget how his parents turned this simple house into a home. This shows that he is thankful for his parents."	3	3	3	4	3
11968	5	The mood created by the author in this memoir is careing and happiness. There is a lot of careing and happiness in this story. There is a lot of careing because he cares about his family and all that thay do for him. He also cares that his parent made the house traditional Just like back in Cuba. He also cares that his parents do so much for other people. There is a lot of happieness because he is happy to live in @LOCATION1 and to have such wonderful parents. He is happy that his parents teach him all the traditional thing that they used to do in Cuba. Last but not least he is happy because he lives with everyone he loves.	2	3	2	2	2
11970	5	"The mood created in ""Narciso Rodriguez"" is grateful and happy. First, @CAPS1 is very grateful because @CAPS1 says ""...To give their children a better life"" His parents gave up what they were doing in their homeland Cuba to come live in @LOCATION1 to make a better life for their child to start off and live in. @CAPS1 recognizes this but, @CAPS1 also knows @CAPS1 can never do enough to thank them. Next, it says ""family has nothing to do with love relatives."" @CAPS1 is very grateful and thankful that @CAPS1 grew up in the neighborhood @CAPS1 did where everyone was treated like brothers and sisters and they all felt saf in their community that they created. Also the story says ""I've often told them that what they did was a much more courageous thing that I could have ever done."" @CAPS1 knows that it took a lot of heart to do that much for someone else when all it did for his parents was make their lif tougher. They had to start over and that is what made him most grateful for his parents. That is what I truly think the mood of the story is."	4	3	3	4	3
11971	5	The mood in this story by Narciso Rodriguez was that in his house he shared many memories in his house. He also shared his feelings. His family would let People in their house that were friends or family.	1	0	0	0	0
11972	5	"The mood created in this memoir ""Narciso Rodriguez"" from Home: The Blueprints of our lives is a magnificent mood. A family move to the United States from Cuba so there @CAPS1 could have a better education. They have a nice home nice friends and a good and caring family. The neighbor, landlord, or friend Alegria makes them dinner some times. Also, they have friends that go over for dinner and often bring some food over with them. They have a family/friends that were Spanish, Cuban, and Italian people. They always had there door open for friend and family and most of there friend would go over every night. They would let people stay at there house if they needed help or if they had to rest. The mood was magnificent in this story."	3	2	2	3	3
11976	5	"The mood created by the author in the memoir is depressing. I think that because it talks about his parents getting immigrated and then the end is sort of happy, because his parents turned it into a home."	1	0	0	0	0
11977	5	The mood that the author has in the memoir is greatful because she keeps talking about her parents and how they gave up their lives in Cuba for her	1	0	0	0	0
11979	5	"The author creates many woods in this memoir. Firstly, a mood that the author sets is warmth. Figuretive warmth. For example in paragraph @NUM1, ""Here, the innocence of childhood, the congregation of family and friends, and endless celebrations that encompassed both, formed the back drop to life in our warm home."" which is a perfect description of some thing that makes you feel warm inside.Secondly, another mood the author sets is compassion because he talkes fondly and with compassion for his parents. As stated in paragraph @NUM2, ""My parents both had to accept that they might not be able to find the knd of jobs they desurved... The faith that this struggle would lead them and their children to better times drove them to endure these hard times."" Which @CAPS1 very compationate and full of emotion.Lastly, a mood I think the author sets is acceptance, because his parent were so willing to take in people that werent always blood related. for example in paragraph @NUM3, ""My parents always kept their arms and their door open to the many people we considered family, knowing that they would do the same for us."" Which States that they were very welcoming and accepting people.These are the moods the author created in this memoir."	4	3	3	3	3
11982	5	"The mood created by the author. Is that @CAPS1 was talking about is that theres some families that come from every were and so Narciso Rodriguez is prowed of coming from Cuba.""My parents always kept their arms and their door open to the many people we considered family, knowing that they would do the same for us. ""My mother and father had come to this country with such courage, without any knowlege of the language or the culture. I will always be grateful to my parents for their love and sacrifice. So thats what the mood of Narciso's story was like."	2	1	1	2	2
11993	5	"I've often told them of my admiration for their strength and perseverance, and I've thanked them repeatedly. They showed me with their lives, and these teachings have been the basis of my life."	1	0	0	0	0
11997	5	"In the memoir, Home: Blueprints of our Lives, by Narciso Rodriguez, @CAPS3 sets a mood of warm, loving, and fun. @CAPS2-out of the whole memoir, Narciso talks about how his family moved into a home in Newark, New Jersey, and... ""within it's walls, my young parents created our traditional cuban home, the very heart of which was the kitchen,"" @CAPS1 you picture that in your mind you create a very warm, tasty, good-smelling room, which helps create a mood for the whole memoir. Another way Narciso creates mood is when @CAPS3 talks about the cuban music flowing @CAPS2 the house, ""Passionate Cuban music...filled the air, mixing with the aromas of the kitchen."" With this @CAPS3 shows that it was fun, warm, inviting, and exciting. @CAPS3 says, ""Here, the innocence of childhood, the congregation of family, and friends, and endless celebrations that encommpassed, both, formed a backdrop, to life in our warm home."" @CAPS3 also creates a mood of fun, warm, entertaining, and loving feeling, by describing parties, celebrations, with friends and family, In This memoir, the author sets a mood of warm, loving, fun, and entertaining."	4	2	2	2	2
11998	5	The mood that the author created was happy. All the people in the story were happy and some what sad.	1	0	0	0	0
12001	5	"The mood created by the author in the memoir was like hapeness and he had a lot of emotion. Because he really loves his mother, and father and his baby sister. There is lots of emotion because Narciso talks about how he lives were he lives and how long he lived in a one-room apartment. The hapeness part is When he says I will never forget how my parents turned this simple house into a home that was realy a happy and sad memory."	2	0	0	0	0
12003	5	"The mood in this memoir was soft, with an exception. I say that the mood is soft because it has a nice thankful mood that's really telling everyone how grateful he is of his parents and their care. It's also saying that there was racism and segragation, so in that paragraph (which is the exception) the mood is more of a rougher mood, I say rougher as in ""a rough life,"" having to deal with racism and segragation. Back to the soft mood, @PERSON1 also mentions his friend and her putting meals on the table and having his family there regularly, this reminded me of when someone is going through a tough time and the camunity helps out by sometines cooking neals. This was nice of Alegria (@ORGANIZATION1's friend). And also, how they would house family until they were back on their feet and having the feeling that their familly would do the same. for them. And lastly, the last sentence of the last paragraph gave the sense of them took a house and turned it into a home would be comforting. These all gives off the soft sense, meaning nice and thankful"	3	3	2	3	2
12009	5	"Narciso Rodriguez created a mood of happiness and comfort in the memoir. When he told that ""... all of these cultures came together in great solidarity and friendship."" it signaled to me that they all must be happy together. And when Rodriguez describes how all of the Cuban traditions his parents brought blended it just made me think he was comfortable with his home."	2	1	1	2	1
12010	5	"The mood created by Narciso Rodriguez in the excerpt from ""Home: The blueprints of our lives, is very thankFul. ""and for which I am eternally grateful"" ""I will always be grateful to my parents"" @CAPS1 like these that are scattered thro-ugh out the excerpt show greatfulness, and love for his parents. Some other @CAPS1 like ""They came selflessly"" and ""... To give their children a better life"". Throughout the excerpt he tries to express how greatful he is to his parents, and community. One quote that can to mind when reading paragraphs @NUM1 & @NUM2 is ""It takes a village to raise a child"" I think thats how @ORGANIZATION1's community worked. They weren't just neighbors, they were family."	2	2	2	3	3
12023	5	"The mood of the memoir is happy. I know this because the Rodriguez family crossed the border from Cuba to the United States to have a better life. They came in 1956, but had to wait until 1970 to be reunited with their Aunts and @CAPS1. They now have a bigger house. They are grateful they live in the United States."	1	0	0	0	0
12026	5	"The mood created in ""Narciso Rodriguez"" by Narciso Rodriguez is a profound sense of closeness and selflessness that so enriched Narciso's childhood. The mood created by Narciso comes from his memoir, in which he lived a poor life, but a life that was enriched by friends and family that had a very close bond, one that overcame racism and tough time. ""all of these cultures came together in great solidarity and friendship.""      The mood created by Narciso displays how his community acted, and shows how close is friends and family were. It is a mood that helps readers understand Narciso's community.       The mood created by Narciso is also one of selflessness, as Narciso describes his community as one of ""honest, hardworking immigrants who extended a hand to people who, while not necessarily of their own kind, were clearly in need.""       @CAPS1, Narciso creates a mood of closeness and selflessness."	2	3	3	3	3
12033	5	"The mood of the excerpt is very bright. The author describes her risk taking, loving parents. The author describes the many things her parents have given to her. ""Within its walls, my young parents created our traditional Cuban home... Both shared cooking duties and unwittingly passed on to me their rich culinary skills and a love of cooking that is still with me today... Here the innocence of childhood, the congregation of family and friends, the endless celebrations that encompassed both, formed the backdrop to life in our warm house.""     As you can see, the author. Narciso Rodriguez, describes her young life and home with happiness and greatfullness. This is all generously spoken within the depths of the excerpt. Many authors enjoy using these tones to express their own personal feelings and opinions about the matter. In this case, the author wanted to express joy in her writing."	3	2	3	4	2
12036	5	"The mood created by the author in the memoir is intresting. First of all, his parents ""originally from cuba but arrived in the united states in 1956. After living for a year in a furnished one room apartment, twenty one years old Rawedia Maria and twenty seven year old @ORGANIZATION1 could afford to move into a modest three room apartment I would soon call home. ""in 1961, I was born into this simple house situated in a two-family, blond-brick building in the Ironbound section of Newark, New Jersey. Thats how the mood is intresting from the author creation"	1	0	0	1	0
12037	5	"The mood in this memoir seems to be a grateful tone. The reason I say that is because Narciso says how grateful he was to have parents that left everything behind so that he could have a better life. He also sounded grateful when he talked about the Spanish, Cuban, and Italian people in his neighborhood would work together instead of being racist to each other. He also mentioned that he learned the meaning of ""family"" while living in that house. By ""family"" he didn't mean blood relative Family. What he means by family is everyone that would come into his apartment and everyone in the building was family too. The mood he has while writing the memoir is grateful."	3	4	4	3	3
12046	5	"The mood that was set in the excerpt Narciso Rodriguez by Narciso Rodriguez the mood that was created, by the author was to reflect on your life and to relive the great expierences that the author has gone through in his mind. It was just to think of all the great times the author had with your family."	1	0	0	0	0
12049	5	"The overall mood created by the author of this memoir is one of complete gratefulness. The author is very, extremely thankful for his parents sacrifice, love, care and selflessness. He also creates a mood of happiness, unity and overall loving, that he has seen throughout his lifetime. The author describes his gratefulness towards his parents by remembering how they had to leave cuba, their native country, friends, family and jobs behind because they wished to give the child they wished for better life opportunities that could only be found in @LOCATION1. He thanks his parents repeatedly throughout the memoir for the love, caring, family, friends and selflessness they brought into his life. He describes situations where his parents had to make new friends and family from around their neighborhood and that from that a sense of love and friendship and unity was found. As his family got larger, the author talks about how his childhood, small, three-room apartment was made into a completed home. When all of these details combined, along with language such as. ""I've thanked them repeatedly,"" a mood and feeling of utter gratefulness is felt throughout the memoir ""Narciso Rodriguez""."	4	4	4	3	3
12056	5	"In this memoir author creates a very specific mood that is the Same throughout the memoir. The mood of this memoir was a comforting and happy mood. One way that this mood was @CAPS1 was that they talked how their enviorment Showed a great sense of family and when I think of family I see the mood as comforting and happy. ""Growing up in this environment instilled in me a great sense that family had nothing to do with being a blood relative"". This showed the mood because his family always took in people and made them feel welcomed @CAPS2 reason the mood was comforting and happy was that it talked about how all of the people were nice and kind to everyone they met. ""It was a close nit community of honest hardworking immigrants who extend a hand to people who, while not necessarily their own kind, were Clearly in need"". This is how the memoir showed a happy and comforting mood."	3	2	2	3	2
12062	5	"The mood I felt when I read the @CAPS1 Narciso Rodriguez was a feeling of togetherness. I got this mood because he is always talking about being together with his family and how the home he was brought up in truly brought everyone in his family together and this made him proud of his family and his Cuban Culture. His family meant a lot to him so another mood could be love because of his love for his family and the house he grew up in where he learned to love. His parents did a lot for him and, ""Turned their simple house into a home"". He learned everything he could ever think about from his parents and he loves them a lot. These are the moods I felt while reading Narciso Rodriguez."	3	1	2	3	2
12067	5	"The author was @CAPS2 likely describing his happy @CAPS1. Because in the memair it was talking about how he loved his home and his parents Cooking and music. He was @CAPS2 grateful for his parents caring and selflessness. He liked how his home was a community for Spanish, cuban, and italian immagrants. He thought back to his memorable birthdays and feasts and it made him happy. This is my summary of Narciso Rodriguez's mood of the story."	2	1	1	2	2
12070	5	"The mood described by the author in the memoir is a greatful and happy feeling I say this because the main character, Narciso Rodriguez, Always brings up how he is greatful for his partents helping him in his childhood. In paragraph @NUM1, ""I will always be greatful to my parents for their love and sacrifice."" Also, the mood is a happy mood. I think this because the story states, ""At tine when overt racism was the norm... All of the cultures came together in great soidarity and friendship."" Even though there is racism, @CAPS1 one is friends."	2	1	1	2	1
12079	5	"Narciso Rodriguez creates a truely original mood in the excerpt. I would say he puts a kind of grateful mood in the excerpt. He is consteintly stating how grateful he is toward his parents for their selflessness, and courage. One example of Narciso creating a grateful mood is when he says: ""I will always be grateful for their love and sacrifice. I've often told them that what they did was a much more courageous thing and I could have ever done."" This quote shows how much gratitude Narciso actually has for his parents. Another example where Narciso shows tremendous gratitude is when he says: ""they came, as many immigrants do, to give their children a better life, even though it meant leaving behind their families, friends, and careers in the country they love."" In this quotation, Rodriguez shows that he knows what it took to come here, he knows the loses that his parents went through, and for that he is truely grateful."	3	4	4	3	3
12080	5	"I believe that the mood created by the author is happy and loving. In paragraph @NUM1 it states ""Growing up in the enviorment instilled in me a great sense that family had nothing to do with being a blood relative."" @CAPS1 not only the people blood related to your is your family but also friends and anyone close to you. The excerpt also states ""It was in this simple house that my parents welcome other refugees to celebrate their arival to this country and where I celebrated my first birthdays."" This shows the love that everyone has for one another. Lastly the excerpt states ""It was in the warmth of the kitchen in this humble house where a Cuban feast always filled the air with not just scent and music but life and love. It was here where I learned the real definition of family."" This part makes you feel warm and happy about family."	4	2	2	2	2
12090	5	"In the memoir ""Narciso Rodriguez"" from Home: The Blueprints of Our lives, Narciso Rodriguez talks about what he thinks the definition of ""family"" is. He is very specific in that he believes ""family"" doesn't mean blood relatives, ""family"" is about friends and family coming together to form a community. Where everyone helps everyone and everyone is treated fairly and with respect. He sets a very specific mood in this memoir which is everyone coming together. That sense of happiness and fullness one might get after doing something good for someone else. Narciso Rodriguez talks about how his dinner table is alway full of family and sometimes friends. That his family's door is always open to people who need help. When you read his memoir, you really understand what ""family"" really is. The feeling of love, open-ness, willingness, and happiness. you get helping other people and being around people you love and who love you. The mood Narciso Rodriguez sets in this memoir is very powerful in that it really makes people stop and think."	4	2	2	3	3
12093	5	"The mood created by the author in the memoir is love. I think the mood is love because he talks about the love and support his whole family had. One example is when he says ""They came selflessly, as many immigrants do, to give their children a better life, even though it meant leaving behind their families, friends, and careers in the country they loved."" To me that is saying how his parents loved him so much (even though he was not born yet) that they sacrificed everything they had for their children. That is why I think the mood is love."	2	2	2	3	2
12096	5	The mood of the story is some what sad and some what happy. It's sad because he comes from a not welthy family and were immergrants. but happy because he finaly knows the meaning of family and these are the moods of the story.	1	0	0	1	1
12105	5	"In the memoir, ""Narciso Rodriguez,"" the author creates a mood. First, The author shows feelings in this part ""My parents both shared cooking duties and un wittingly passed on to me their rich culinary skills and a love of cooking that is still with me today. Passionate Cuban music filled the air, mixing with the aromas of the kitchen. The author shows a feeling of a warm, wonderful household with music and cooking. Next, the author shows a feeling of a nice warm child hood here: ""Here, the innocence of child hood, the congregation family and friends, and endless celebrations that encompass both, formed the backdrop to life in our warm home."" The author enjoyed a nice childhood, filled with friends and family, all enjoying the wonders of their home. That is how the author sets the mood."	3	2	2	3	2
12106	5	"The mood created by the author in the memoir is a happy and loving mood. It sets a loving mood whe the author says, ""Growing up in this enviornment instilled in me a great sense that 'family' had nothing to do with being a blood realitive."" This sets a loving mood because the author is pretty much saying that a person can be so close to you and love you that you consider them family even though you are really not even related. It also sets a happy and loving mood when the author says, ""They came selflessly, as immigrants do, to give their children a better life, even though it meant leaving behind their families, friends, and careers in the country they loved."" This quote shows that Narciso's parents love their children so much that they wanted them to have better lives and to be happy. That is the mood created by the author in this memoir."	3	2	3	3	2
12117	5	"According to the memoroir the mood created by the author is he is thankful for everything his parents have gave him. For example, he states in paragraph @NUM1 ""I will always be greatful to my parents for their love and sacrifice.""Narciso always told his parents how greatful his is for them. But Narciso says ""But in reality there is no way to express my gratitude."""	2	1	3	3	2
12140	5	"The mood in the memoir is very happy. Narciso Rodriguez, the main character and young cuban boy, describes some hardships such as his ""parents not able to get the right jobs"" or ""facing cultural hardships."" @CAPS1 Narciso talks about all the good things that happened. Such as his friend and babysitter, Alegria, made him feel great, or how his parents gave him the love of cooking. One thing Narciso will never forget his parents love and sacrifice. His parents always allowed family members to come and stay. Sometimes just to help them get back on their feet. The mood in which the author includes in the memoir is described her Narciso Rodriguez."	2	2	3	3	2
12143	5	The mood created by the author is the feeling of happiness and warmthe because he's talking about how he enjoyed his old home.	1	1	1	2	1
12144	5	"The mood the author created in the memoir is grateful. In paragraph @NUM1 the author says ""My parents both shared cooking duties and unwittingly passed on to me their rich culinary skills and a love of cooking that is still with me today (and for which I am eternally grateful)."" The author proves and says how we as grateful. Also in paragraph @NUM2 the author says ""I will always be grateful to my parents for their love and sacrifice."" That also shows how grateful the author is. Also in paragraph @NUM2 it says ""I've often told them of my admiration for their strength and perseverance, and I thanked them repeatedly."" That shows how grateful the author is because he thanked his parents more than once. Finally in paragraph @NUM4 the author explains how he learned the true definition of family. Then it says ""And for this, I will never forget that house or its gracious neighborhood or the many things I learned there about how to love."" That also shows how grateful the author is because it says how he is gracious for his neighborhood and the many things he learned. The mood the author created is very grateful."	4	3	3	3	3
12146	5	"The mood created by the author is touching. I think that the mood is touching because Narciso Rodriguez is talking about how his neighborhood was made up of mostly Spanish, Cuban, & Italian immigrants at a time when racism was the norm & segregation prevailed in the United States. Also b/c he had to share a house with alot of people, his parents struggled both personally and financially & his parents couldn't find a jobs. That's why I think the mood is touching."	2	1	1	2	2
12151	5	"The mood in this memoir can be described as anything happy. The author sets a real nostalgic feel about happy memories in the memoir. One of the memories is the kitchen. Rodriguez describes the room as a very peaceful place with music and traditional Cuban food. He says he remembers them and still loves them to this day. He also recalls his freinds and naybors that he used to have over. Even during a time of @CAPS1.S.A racism, the freinds still found ways to make them all happy and all got a long. Another fond memory he re-calls is his parents teaching him life lessons. He says that his parents were scientists back in cuba but moved to @LOCATION1 in order to have a better home. This taught him a lesson that family can matter more then money. Through these fond memories, Rodriguez says that he finds the true deffinition of family."	3	3	3	2	3
12154	5	"The author of the memoir, Narciso Rodriguez creates a caring, happy, and thoughtful mood. By mentioning the Cuban traditions shared in the neighborhood between close friends, and cooking in the kitchen to share a great meal with one another the mood is happy. When Narciso talks about the great friends he made from different heritages and knowing the entire community like family the mood is thoughtful and caring because it shows that the people really appreciated each other's company. It is also caring in the story when Narciso talks about how his parents devoted their lives to making sure that their children and the people they knew had good lives to. When Narciso describes the way his parents struggled during the cold winters, yet they always let others in, shows a very caring mood in the memoir. I also think that the fact that a small, simple apartment they lived in is very important to Narciso because he repeats it several times. I think he does this to show a thoughtful for mood, in that the house was small but through creativity in bringing culture in made it seem much bigger."	4	4	4	4	4
12165	5	the mood created by the author in the memoir was mutule in the begining it was about move to a New contrey they did seem faced by it they were more into giveing there child a better life and in the end it really sounds like they were all happy they welcomed people that moved from somwhere els into there home and welcomed them I think overall it was a happy mood that was created by the author	2	0	0	0	0
12184	5	"Narciso Rodriguez by Narciso Rodriguez is a memoir from Home: The Blueprints of Our Lives and it is about Narciso Rodriguez's early life. The major mood in the memoir is honesty and truthfulness. This is because the author talks about that you don't want to hear or that makes you sad to hear. For example, the author tells us about racism and how it was normal in the United States but the community overcame it: ""a time when overt racism was the norm and segregation prevailed in the United States. In our neighborhood, despite customs elsewhere, all of these cultures came together in great solidarity and friendship. It was a close – knit community of honest, hardworking immigrants who extended a hand to people who, while not necessarily their own kind, were clearly in need"" (@NUM1). In conclusion, the mood of the memoir is honesty and truthfulness because the author tells us about things that might make us uncomfortable."	3	1	1	2	2
